filename,subject,trial,step,pass,reasons
S039_Trial05_Step01.csv,S039,5,1,True,PASS
S039_Trial05_Step02.csv,S039,5,2,True,PASS
S040_Trial01_Step01.csv,S040,1,1,True,PASS
S040_Trial01_Step02.csv,S040,1,2,True,PASS
S040_Trial02_Step01.csv,S040,2,1,True,PASS
S040_Trial02_Step02.csv,S040,2,2,True,PASS
S040_Trial03_Step01.csv,S040,3,1,True,PASS
S040_Trial03_Step02.csv,S040,3,2,True,PASS
S040_Trial04_Step01.csv,S040,4,1,True,PASS
S040_Trial04_Step02.csv,S040,4,2,True,PASS
S040_Trial05_Step01.csv,S040,5,1,True,PASS
S040_Trial05_Step02.csv,S040,5,2,True,PASS
S041_Trial01_Step01.csv,S041,1,1,True,PASS
S041_Trial01_Step02.csv,S041,1,2,True,PASS
S041_Trial02_Step01.csv,S041,2,1,True,PASS
S041_Trial02_Step02.csv,S041,2,2,True,PASS
S041_Trial03_Step01.csv,S041,3,1,True,PASS
S041_Trial03_Step02.csv,S041,3,2,True,PASS
S041_Trial04_Step01.csv,S041,4,1,True,PASS
S041_Trial04_Step02.csv,S041,4,2,True,PASS
S041_Trial05_Step01.csv,S041,5,1,True,PASS
S041_Trial05_Step02.csv,S041,5,2,True,PASS
S042_Trial01_Step01.csv,S042,1,1,True,PASS
S042_Trial01_Step02.csv,S042,1,2,True,PASS
S042_Trial02_Step01.csv,S042,2,1,True,PASS
S042_Trial02_Step02.csv,S042,2,2,True,PASS
S042_Trial03_Step01.csv,S042,3,1,True,PASS
S042_Trial03_Step02.csv,S042,3,2,True,PASS
S042_Trial04_Step01.csv,S042,4,1,True,PASS
S042_Trial04_Step02.csv,S042,4,2,True,PASS
S042_Trial05_Step01.csv,S042,5,1,True,PASS
S042_Trial05_Step02.csv,S042,5,2,True,PASS
S043_Trial01_Step01.csv,S043,1,1,True,PASS
S043_Trial01_Step02.csv,S043,1,2,True,PASS
S043_Trial02_Step01.csv,S043,2,1,True,PASS
S043_Trial02_Step02.csv,S043,2,2,True,PASS
S043_Trial03_Step01.csv,S043,3,1,True,PASS
S043_Trial03_Step02.csv,S043,3,2,True,PASS
S043_Trial04_Step01.csv,S043,4,1,True,PASS
S043_Trial04_Step02.csv,S043,4,2,True,PASS
S043_Trial05_Step01.csv,S043,5,1,True,PASS
S043_Trial05_Step02.csv,S043,5,2,True,PASS
S044_Trial01_Step01.csv,S044,1,1,True,PASS
S044_Trial01_Step02.csv,S044,1,2,True,PASS
S044_Trial02_Step01.csv,S044,2,1,True,PASS
S044_Trial02_Step02.csv,S044,2,2,True,PASS
S044_Trial03_Step01.csv,S044,3,1,True,PASS
S044_Trial03_Step02.csv,S044,3,2,True,PASS
S044_Trial04_Step01.csv,S044,4,1,True,PASS
S044_Trial04_Step02.csv,S044,4,2,True,PASS
S044_Trial05_Step01.csv,S044,5,1,True,PASS
S044_Trial05_Step02.csv,S044,5,2,True,PASS
S045_Trial01_Step01.csv,S045,1,1,True,PASS
S045_Trial01_Step02.csv,S045,1,2,True,PASS
S045_Trial02_Step01.csv,S045,2,1,True,PASS
S045_Trial02_Step02.csv,S045,2,2,True,PASS
S045_Trial03_Step01.csv,S045,3,1,True,PASS
S045_Trial03_Step02.csv,S045,3,2,True,PASS
S045_Trial04_Step01.csv,S045,4,1,True,PASS
S045_Trial04_Step02.csv,S045,4,2,True,PASS
S045_Trial05_Step01.csv,S045,5,1,True,PASS
S045_Trial05_Step02.csv,S045,5,2,True,PASS
S046_Trial01_Step01.csv,S046,1,1,True,PASS
S046_Trial01_Step02.csv,S046,1,2,True,PASS
S046_Trial02_Step01.csv,S046,2,1,True,PASS
S046_Trial03_Step01.csv,S046,3,1,True,PASS
S046_Trial03_Step02.csv,S046,3,2,True,PASS
S046_Trial04_Step01.csv,S046,4,1,True,PASS
S046_Trial04_Step02.csv,S046,4,2,True,PASS
S046_Trial05_Step01.csv,S046,5,1,True,PASS
S046_Trial05_Step02.csv,S046,5,2,True,PASS
S047_Trial01_Step01.csv,S047,1,1,True,PASS
S047_Trial01_Step02.csv,S047,1,2,True,PASS
S047_Trial02_Step01.csv,S047,2,1,True,PASS
S047_Trial02_Step02.csv,S047,2,2,True,PASS
S047_Trial03_Step01.csv,S047,3,1,True,PASS
S047_Trial03_Step02.csv,S047,3,2,True,PASS
S047_Trial04_Step01.csv,S047,4,1,True,PASS
S047_Trial04_Step02.csv,S047,4,2,True,PASS
S047_Trial05_Step01.csv,S047,5,1,True,PASS
S047_Trial05_Step02.csv,S047,5,2,True,PASS
S048_Trial01_Step01.csv,S048,1,1,True,PASS
S048_Trial01_Step02.csv,S048,1,2,True,PASS
S048_Trial02_Step01.csv,S048,2,1,True,PASS
S048_Trial02_Step02.csv,S048,2,2,True,PASS
S048_Trial03_Step01.csv,S048,3,1,True,PASS
S048_Trial03_Step02.csv,S048,3,2,True,PASS
S048_Trial04_Step01.csv,S048,4,1,True,PASS
S048_Trial04_Step02.csv,S048,4,2,True,PASS
S048_Trial05_Step01.csv,S048,5,1,True,PASS
S048_Trial05_Step02.csv,S048,5,2,True,PASS
S049_Trial01_Step01.csv,S049,1,1,True,PASS
S049_Trial01_Step02.csv,S049,1,2,True,PASS
S049_Trial02_Step01.csv,S049,2,1,True,PASS
S049_Trial02_Step02.csv,S049,2,2,True,PASS
S049_Trial03_Step01.csv,S049,3,1,True,PASS
S049_Trial03_Step02.csv,S049,3,2,True,PASS
S049_Trial04_Step01.csv,S049,4,1,True,PASS
S049_Trial04_Step02.csv,S049,4,2,True,PASS
S049_Trial05_Step01.csv,S049,5,1,True,PASS
S049_Trial05_Step02.csv,S049,5,2,True,PASS
S050_Trial01_Step01.csv,S050,1,1,True,PASS
S050_Trial01_Step02.csv,S050,1,2,True,PASS
S050_Trial02_Step01.csv,S050,2,1,True,PASS
S050_Trial02_Step02.csv,S050,2,2,True,PASS
S050_Trial03_Step01.csv,S050,3,1,True,PASS
S050_Trial03_Step02.csv,S050,3,2,True,PASS
S050_Trial04_Step01.csv,S050,4,1,True,PASS
S050_Trial04_Step02.csv,S050,4,2,True,PASS
S050_Trial05_Step01.csv,S050,5,1,True,PASS
S050_Trial05_Step02.csv,S050,5,2,True,PASS
S051_Trial01_Step01.csv,S051,1,1,True,PASS
S051_Trial02_Step01.csv,S051,2,1,True,PASS
S051_Trial03_Step01.csv,S051,3,1,True,PASS
S051_Trial04_Step01.csv,S051,4,1,True,PASS
S051_Trial05_Step01.csv,S051,5,1,True,PASS
S052_Trial01_Step01.csv,S052,1,1,True,PASS
S052_Trial01_Step02.csv,S052,1,2,True,PASS
S052_Trial02_Step01.csv,S052,2,1,True,PASS
S052_Trial02_Step02.csv,S052,2,2,True,PASS
S052_Trial03_Step01.csv,S052,3,1,True,PASS
S052_Trial03_Step02.csv,S052,3,2,True,PASS
S052_Trial04_Step01.csv,S052,4,1,True,PASS
S052_Trial04_Step02.csv,S052,4,2,True,PASS
S052_Trial05_Step01.csv,S052,5,1,True,PASS
S052_Trial05_Step02.csv,S052,5,2,True,PASS
S053_Trial01_Step01.csv,S053,1,1,True,PASS
S053_Trial01_Step02.csv,S053,1,2,True,PASS
S053_Trial02_Step01.csv,S053,2,1,True,PASS
S053_Trial02_Step02.csv,S053,2,2,True,PASS
S053_Trial03_Step01.csv,S053,3,1,True,PASS
S053_Trial03_Step02.csv,S053,3,2,True,PASS
S053_Trial04_Step01.csv,S053,4,1,True,PASS
S053_Trial04_Step02.csv,S053,4,2,True,PASS
S053_Trial05_Step01.csv,S053,5,1,True,PASS
S053_Trial05_Step02.csv,S053,5,2,True,PASS
S054_Trial01_Step01.csv,S054,1,1,True,PASS
S054_Trial01_Step02.csv,S054,1,2,True,PASS
S054_Trial02_Step01.csv,S054,2,1,True,PASS
S054_Trial02_Step02.csv,S054,2,2,True,PASS
S054_Trial03_Step01.csv,S054,3,1,True,PASS
S054_Trial03_Step02.csv,S054,3,2,True,PASS
S054_Trial04_Step01.csv,S054,4,1,True,PASS
